,text,label,span
218425ed-862f-4bf1-9f13-f1a82570d587,"Ich hatte auch schon länger keine Maske mehr von LUSH gehabt, ich wechsel auch gerne mal und außerdem muss man ja auch immer wieder mal etwas anderes probieren;-)",web2,"[34, 39]"
ddbba82f-7778-405d-8fcb-82cf49927aa0,"Joe, der für die Maske in dem Zombiefilm zuständig ist, und der vor wenigen Monaten seine Mutter in einem Unfall verloren hat, findet Alice ein bisschen mehr als nur gut, und mit diesen Vorinformationen geht es in die eigentliche Handlung.",web2,"[17, 22]"
26c50520-9e60-48b3-b9f8-f44b76270da7,"Wenn ich mein Zimmer verlasse, setze ich eine Maske auf, grüße freundlich meinen Bruder, halte Smalltalk mit meiner Mutter, habe sogar ein Date, bin da fröhlich, lustig, eine gute Zuhörerin, die gelegentlich auch mal was sagt.",web2,"[46, 51]"
1eda33a9-7581-48eb-96ea-273a91ba2231,"Adorno sagte, er fürchte nicht die Rückkehr der Faschisten in der Maske der Faschisten, sondern die Rückkehr der Faschisten in der Maske der Demokraten.",web2,"[66, 71]"
ecae71df-c3e1-47c3-8594-2ba087a399e5,"Wenn man gegen die Masken demonstrieren will, dann ohne Masken - und nicht mit Masken!",web2,"[19, 24]"
950e2cc3-6546-4e23-9288-26a87a2276aa,"Wirkstoffkonzentrat, Maske und Massage mildern sofort kleine Fältchen.",web2,"[21, 26]"
1a04ab15-2281-46ee-9ece-b55845cb2f8b,"Je nach Motto suchen die Kunden sich die schönsten Kostüme, Perücken, Make-Up, Masken und sonstiges Partyzubehör heraus.",web2,"[79, 84]"
1ace6c77-cdfc-47c5-b366-05f692cdbda7,"Eine andere Person, die am Einlass zur Demo ohne Maske unterwegs war, aber ein Attest vorweisen konnte, wurde nicht auf das Demo-Gelände gelassen.",web2,"[49, 54]"
c716e38e-d452-4396-af54-911a502edd25,"Die legendären Jahre in Montmartre, in jener revolutionären Zeit, in der Figuren wie Gaugin, Gris, van Dongen, Modiglian, Brancusi, Orlan, Max Jacob, Cocteau, Raiquet, Braque, Jarry, Apollinaire ihr Unwesen trieben…., Jahre seiner berühmten blauen und rosa Periode, Jahre, in denen sich peu á peu die monströse Maske des legendären Picassos formte.",web2,"[311, 316]"
d5ac73d5-8a81-444b-a782-b56319a3d268,"Unter der Maske steckt Wally West, der dritte Flash, der auch das jüngste Mitglied der Liga und damit der jugendliche Spaßvogel ist, allerdings mit einigen Elementen des zweiten Flash Barry Allen versehen.",web2,"[10, 15]"
02f80733-31b9-451f-a4a0-72ce0a974206,"Ich setze mir morgens eine Maske auf, die ein Lächeln zeigt und dann gehe ich los.",web2,"[27, 32]"
a77cdf67-7561-40bd-bc6a-863f694a0c53,Als Erinnerung an den Vormittag bekamen die Schüler/-innen ein Foto einer Maske mit der Signierung des Künstlers auf der Bildrückseite.,web2,"[74, 79]"
c97a441b-d604-4003-8259-4a4344aa6a2b,Die find ich wirklich auch ganz toll als Maske.,web2,"[41, 46]"
1a8c478b-cb37-4800-838d-a6101e5cdd71,"""Der Satan mit den langen Wimpern"", ""War es wirklich Mord ?""Das Rätsel der unheimlichen Maske""...""Haus des Grauens"" vllt ? Nö !",web2,"[88, 93]"
791bd3ed-9236-4b89-8cbe-784098ba7c2c,"Auf der Glossybox-Seite steht allerdings, dass die Maske mit einem Kosmetiktuch abgenommen werden kann.",web2,"[51, 56]"
01ceefcb-739d-485a-8880-275c789c7f41,"Ich fürchte mich nicht vor der Rückkehr der Faschisten in der Maske der Faschisten, sondern vor der Rückkehr der Faschisten in der Maske der Demokraten",web2,"[62, 67]"
a337c10e-f594-4cf3-bcd4-7ef042a94180,"Ist euch aufgefallen , dass ihr kaum jemanden, ohne Maske erwischt?",web2,"[52, 57]"
970d42c5-aebb-4c8c-a90a-3c2d22406e4d,"20X Antike Bronze Legierung Krone Maske Schmuck Charm Anhänger Kunst 31973 EUR 4,29",web2,"[34, 39]"
25aa7e51-a69b-427d-8f88-e30eb23ff396,"Grundreinigung, Tiefen-Peeling, Ausreinigen, Augenbrauen Zupfen/Wachsen, Ampulle, Maske, entspannende Dekolleté und Gesichtsmassage Abschlusscreme auch bei Couperose geeignet",web2,"[82, 87]"
ce0a1dca-7105-41e9-92bb-7923b81739b4,"Wir benutzen Masken,",web2,"[13, 18]"
386ae2ed-f766-4cf9-b8d5-512d90af65db,Das Heft 12 der heute gesuchten Folge nannte sich »Gesichter und Masken« und war dem Schaffen des 1921 in Radomsko bei Tschenstochau geborenen Tadeusz Rózewicz gewidmet.,web2,"[65, 70]"
0bcd1b4f-40df-4280-8bac-f19e6d9b2c17,"Enthalten sind 75 ml (Preis: ca. 7 €) , aber ich denke, dies ist die kleine Version der Maske.",web2,"[88, 93]"
c789057a-20f1-46fc-9d49-dc5ba8c3e057,"Nach längerer Einwirkzeit (auf der Verpackung steht 10 Minuten, ich hab sie aber um das doppelte drauf gelassen) trocknet die Maske an und wird härter.",web2,"[126, 131]"
726b93d5-aaaf-489c-bc7a-48d249399157,"Aus dem Album „Zwischen mir und der Welt liegen Welten • Regie & Schnitt:Dominik Balkow, Kamera: Henryk Lemm • Licht: Felix Berlin (http://www.blue-media.de) • Maske: Melissa Lee, Grafiken: Sabine Ortlepp",web2,"[160, 165]"
f60b783e-0943-4be6-80f7-54e66d263a73,"Wie die Maske das Gesicht des traurigen Clowns verdeckt, so hat das übertrieben tuntige, fluffige, pink- und rosafarbene ständige Gehüpf und Geschrei dem Stück einen lächerlichen Vorhang verpasst, hinter dem die Geschichte kaum noch zu erkennen war.",web2,"[8, 13]"
4216fd1e-0fe7-4ef7-80b3-47a82348acf8,"Im wirkliche Leben, also abseits der Bühnen, der Masken und der Ironie lebt Dylan eine ganz normale jüdische Identität.",web2,"[49, 54]"
e2089949-3fd9-4674-8ef6-9f82b5798945,Tragen Sie keine Masken oder Kostüme aus leicht brennbarem Material wie Papier oder Kunststoff.,web2,"[17, 22]"
f5ae09eb-0b2a-4a02-8952-f0222d3ef808,Zwei Minuten sind bei dieser Maske ausreichend.,web2,"[29, 34]"
ebf9c37d-7ab9-46fa-abc9-896775c81edc,"Masken ermöglichen unverfälschte Geselligkeit, losgelöst von den ungleichen Lebensbedingungen und Gefühlslagen derer, die sie tragen.",web2,"[0, 5]"
a79cd026-b599-47c5-927b-5a9c8291775b,"Buch und Regie: Andrea Oster, Volker Schmidt-Sondermann Kamera: Jürgen Rehberg Kameraassistenz: Matthias Kilian, Richy Koburg Schnitt: Markus Wogrolly Tonmischung: Thomas Kathriner (blautöne) Kostüm: Zizi Lehner, Uschi Heinzl Maske: Monika Krestan Garderobe: Karin Traxler Ausstattung: Johannes Leitgeb Ausstattungsassistenz: Kathrin Simmet Computeranimation: Cast Dresden Produktionsassistenz: Valentina Marboe, Cary Zichy Produktionsservice Italien: Piotr Dziubak (Little Film Roma)",web2,"[226, 231]"
fa4b6b51-b1a6-4873-ae6e-8e6f10a81649,Neue Option zur Überlagerung einer Maske aus dem Verzeichnis.,web2,"[35, 40]"
e7bc36e1-0dae-400f-baf8-aba081ef13c6,"Danach genießt der Gast eine Gesichts-, Hals- und Dekolletémassage gefolgt von einer Maske und einer Abschlusspflege.",web2,"[85, 90]"
50027d0e-fe26-497e-8d54-c3e5ab235fdf,Die Maske ist gelbfarbenen.,web2,"[4, 9]"
cb6667ac-3684-44cd-bc49-3a98395f6d0c,Ich trau mich kaum zu schreiben… nicht das “Die Maske” noch aus dem Leppi schlüpft.,web2,"[48, 53]"
7c733561-6dc5-4118-a8ab-e56a45f78557,"Der Antisemitismus, so geistlos er auch ist, wechselt seine Masken und paßt sie den Zeitumständen an.",web2,"[60, 65]"
beb9256b-5acb-4df3-b2fd-354a1b446102,Der Evergreen: Maske aus Heilerde,web2,"[15, 20]"
5d8371af-f129-49bf-9a0c-1dbaf02b0948,Ich empfehle: - 3 Wetter Haft - Haftcreme - Verhaftung - U-Haft - Abhaftung ...und keine Haftverschonung btw: Hast Du die Maske gesehen?,web2,"[122, 127]"
5e7d2c6c-10d4-4516-a1f7-8038637ada5d,"Den restlichen Tag verbringen die Ekuadorianer damit, Puppen auszustopfen und ihnen eine passende Maske aufzusetzen (oft sind das Gesichter von Politikern oder Prominenten), denn diese werden abends in den Straßen lichterloh brennen.",web2,"[98, 103]"
68c13ee3-51cd-4ba4-9fa1-779da962c80f,"Ein Klick auf ""Erstspielberechtigung beantragen"" in der Zeile der Neuanlage öffnet eine erweiterte Maske, in der einige Pflichteingaben vorgenommen werden müssen.",web2,"[99, 104]"
d8e9624b-d8dd-4b4d-a032-ff96e7d08fdb,Produktbeschreibung: FFP3 Maske - Mit Ventil ND-Artikelnummer: 19083,web2,"[26, 31]"
3f7a9c36-5404-4128-9d28-9f11e24e1e70,"Wir zogen die Masken über, die uns Mr. Scott reichte, und beobachteten die Arbeiten der Sachverständigen.",web2,"[14, 19]"
4c7ea2de-b944-4504-a27c-a2deb32c8df7,"Ich bin mir sicher, sie versteckt ihre Gedanken hinter einer Ausdruckslosen Maske.",web2,"[76, 81]"
8bb73e3a-b5bc-4028-a739-7cec474e2ce7,Insgesamt fühlt sich die Maske sehr gut an.,web2,"[25, 30]"
c2369c79-7d69-4523-bb20-9c52decf0931,"Hat mich ein wenig verwundert und enttäuscht, ich habe an sich keine sensibele Haut und bis jetz noch kein Problem mir irgend einer Maske gehabt, ob High End oder Low End.",web2,"[132, 137]"
be14cebd-8e1d-4453-8010-f8f3ac4376ac,"Bei SBTRKT handelt es sich um den britischen Produzenten Aaron Jerome, der sich nicht nur hinter einem Pseudonym sondern auch hinter afrikanisch wirkenden Masken versteckt.",web2,"[155, 160]"
546cff46-bf15-4466-9394-72b65dfc42a8,"[...] waren die Schatten wieder da, und indem ich mit dem Herzen gegen sie drängte und meinen Wunsch, der auf Treue und Untreue, auf Scheiden und Bleiben, auf Hier und Dort zugleich gerichtet war, gegen sie spielen ließ wie eine Zaubergerte, fühlte ich, wie ich wirkliche Gestalten aus dem nackten Steinboden vor mir ziehen konnte und wie sie leuchteten und körperliche Schatten warfen, wie mein Wunsch sie gegeneinander bewegte, wie sie ja um meinetwillen da waren und sich doch nur umeinander bekümmerten, wie mein Wunsch ihnen Jugend und Alter und alle Masken angebildet hatte und in ihnen sich erfüllte, und sie doch von mir abgelöst waren und eines nach dem anderen und jedes nach sich selber gelüsteten. [...]",web2,"[556, 561]"
9800581c-7ed2-4fa1-8665-7d0134a1e156,Und die Masken find ich sowieso sehr genial!,web2,"[8, 13]"
af3f472e-4248-4f15-95eb-bb624b6fdd7b,Stab Best Boy – Peter Jagemann Bühnenmaler – Felix Maurice Manchon Erster Aufnahmeleiter – Maximilian Renneisen Kamera – Wolf Siegelmann Kameraassistenz – Olaf Klein Kamerabühne – Michel Weber Kostüme/Kostümbild – Daniela Thomas Maske/Maskenbildner – Nicole Stoewesand Musik – Michael Klaukien und Andreas Lonardoni Oberbeleuchter – Dirk Steiner-Sennheiser Produzent – Martin Hoffmann Regieassistenz – Robert Obermair Szenenbild – Andreas C. Schmid,web2,"[229, 234]"
74c27d3a-25d9-46ab-8cf4-fc1f1b47c7e9,Und werden in der Maske umgestyled.,web2,"[18, 23]"
2497d5cf-6db1-493a-aae8-888855143fe5,"Das Shampoo löscht den Durst des trockenen Haares, die Maske pflegt es intensiv.",web2,"[55, 60]"
f3a070f0-5c06-42bc-9836-a8447549b4f4,Masken am Eingang des Clubs erwerben.,web2,"[0, 5]"
533a3b2a-9caa-4e87-8bee-1e9ebf1409e8,"Da „persona“ bekanntlich „Maske“ bedeutet und Pound bekanntlich stark unter dem Einfluß von Yeats stand, der bereits in den neunziger Jahren begonnen hatte, die Techniken der Maske zu entwickeln, stellt sich die Frage, inwieweit Pounds personae mit den Yeatsschen Masken verwandt sind.",web2,"[26, 31]"
a0a2a5e7-c4d8-4b28-bab9-3b4c0e6a91a7,[...] $ ifconfig -a eth0 Link encap:Ethernet Hardware Adresse 00:1d:72:12:a0:d1 UP BROADCAST MULTICAST MTU:1500 Metrik:1 RX packets:0 errors:0 dropped:0 overruns:0 frame:0 TX packets:0 errors:0 dropped:0 overruns:0 carrier:0 Kollisionen:0 Sendewarteschlangenlänge:1000 RX bytes:0 (0.0 B) TX bytes:0 (0.0 B) Interrupt:16 [...] wlan0 Link encap:Ethernet Hardware Adresse 00:1d:e0:22:f5:dd inet Adresse:192.168.178.22 Bcast:192.168.178.255 Maske:255.255.255.0 inet6-Adresse: fe80::21d:e0ff:fe22:f5dd/64 Gültigkeitsbereich:Verbindung UP BROADCAST RUNNING MULTICAST MTU:1500 Metrik:1 RX packets:8722 errors:0 dropped:0 overruns:0 frame:0 TX packets:9104 errors:0 dropped:0 overruns:0 carrier:0 Kollisionen:0 Sendewarteschlangenlänge:1000 RX bytes:4803618 (4.8 MB) TX bytes:2548503 (2.5 MB) [...],web2,"[437, 442]"
ce5c287a-57d7-4c63-8654-8b565c20c55b,"In Deutschland und im europäischen Umland wird „Dishonored: Die Maske des Zorns“ am 12. Oktober und somit Ende der kommenden Woche für den PC, die PlayStation 3 und die Xbox 360 erscheinen.",web2,"[64, 69]"
3ae4d797-f06e-4366-a547-11863ff73ec0,Inhaltsstoffe (INCI) Über die Masken von Bioearth Ergänzungen Fragen & Antworten zu Bioearth Vitalisierende Feuchtigkeitsmaske Erfahrungsberichte unserer Kunden,web2,"[30, 35]"
0a27793f-f333-4718-aed8-df4460c71fc4,Sie tragen braune Gewänder und trapezförmige Masken mit schlecht ausgeschnittenen dreieckigen Löchern für die Augen.,web2,"[45, 50]"
b4788851-fd4a-4138-8b66-2785adbf2c67,"Beinahe gleichzeitig mit der Veröffentlichung dieses Artikels in The Nation berichtete Via Campesina den Kauf von 500000 Anteilen von Monsanto für mehr als 23 Millionen $ durch die Bill und Melinda Gates Stiftung, die mit dieser Aktion die Maske der „Philanthropie“ ablegte.",web2,"[240, 245]"
402581c2-668f-4495-ac77-868ec3dcb440,Viele Banken verwenden Masken 8 und 1 für IBAN und Betrag (statt wie im Beispiel 7 und 1 für Kontonummer und Betrag).,web2,"[23, 28]"
1f2dc81f-ca0d-4d99-a2e4-240894f45d7d,"[...] Gerade nach den fetten Tagen mit Weihnachtsgans und Süßem schreit ja der erste Januar geradezu danach, dem Fett und Alkohol abzuschwören, endlich das Joggen in Angriff zu nehmen, sich regelmäßig mit reichhaltigen Masken und Cremes zu verwöhnen, die Haut gut zu pflegen, sich abends immer brav abzuschminken, die Nägel pfleglich zu behandeln, regelmäßig zur Kosmetikerin zur Grundsanierung zu gehen, nicht mehr alles so ernst zu nehmen, souveräner und ausgeglichener zu sein, sich einem wohltätigen Zweck anzuschließen, endlich wieder mit dem Klavier spielen zu beginnen – um nur einige dieser Vorsätze zu nennen. [...]",web2,"[219, 224]"
0d71f816-d0c4-4e39-be85-16e1123bb752,Wenn ihr Masken mögt.,web2,"[9, 14]"
84e42573-7f58-465c-a8c1-40f15a59171e,"Oh, und die werben ja mit der Maske, da dachte ich, dass es wenigstens eine Replika gibt – eigentlich wollten wir da auch noch hin.",web2,"[30, 35]"
086bfff5-e768-4258-b33d-604d2dc22738,"Vier Tage lang singen die Schüler nun mit dem Sänger YaBeppo und führen mit ihren Lehrern Projekte durch: Sie batiken, malen, erstellen Masken, bauen Trommeln, kochen und spielen.",web2,"[136, 141]"
17f9c51a-133a-42e2-9d3f-27b6558ce40e,"Nachdem ich all diese Fotos gemacht hatte, habe ich die Maske dann in meinem Gesicht verteilt.",web2,"[56, 61]"
15123dca-c380-4bde-a1b7-1e7d4c2e9eb4,Maske mit Wasser füllen und ausblasen,web2,"[0, 5]"
ec504dbe-c470-4b92-b699-407bf9a5150b,"Ich habe die Maske großzügig mit den Fingern im Gesicht aufgetragen, obwohl ein Maskenpinsel empfohlen wird.",web2,"[13, 18]"
e6d7d6bf-13e8-451b-b76b-e2291917e441,Warum nimmst du mir nicht meine Maske ab?,web2,"[32, 37]"
85f395f9-78a0-4fc0-a5be-b42daea923dc,"“Dishonored: Die Maske des Zorns” kommt hierzulande am 12. Oktober 2012 für Xbox 360, PlayStation 3 und PC in den Handel.",web2,"[17, 22]"
6d6d1a96-6d52-4c70-affd-254ed9c80575,"Abgrenzung, sich schützen, Wertungen, Urteile, Masken, Denkmuster, Verhaltensmuster, … all das macht einsam.",web2,"[47, 52]"
31dcb9e6-f8f0-43d5-8138-2897164a6dd6,Der Spiegel aber liegt hinter der Maske und zeigt das wahre Gesicht.,web2,"[34, 39]"
5d220e7e-4e0a-4603-a142-6ff0550ea7af,"Während vieler Tage und Nächte auf Intensivstationen und Stationen von Krankenhäusern, nach vielen grüblerischen Stunden unter der Maske der Beatmungsmaschine sind mir viele Situationen eingefallen, an denen diese Krankheit ihren Beginn genommen haben könnte.",web2,"[131, 136]"
716889c2-1457-4396-b53e-6d9c690f96b1,"Das Besondere ist, dass sie hier erstmals auch auf Masken angewandt werden können – dadurch eröffnen sich ganz neue Arbeitsweisen!",web2,"[51, 56]"
0717fce5-0885-4cfd-a123-73e63bee6d3b,Tiefenwirksame Maske,web2,"[15, 20]"
749b0999-c205-4881-928d-0b385acf6660,Nun drehte er sich aber um und nahm kurz seine Maske ab.,web2,"[47, 52]"
a691347c-671d-405b-9a0e-32e061d2a458,"Dye I4 Maske, White/Gold",web2,"[7, 12]"
5cb44dcc-f1c9-4fb3-835e-931ceb54530f,Mit der Möglichkeit zur unterbrechungsfreien Bewerbung auf einer einzigen Maske wird im heroes Bewerbermanagementsystem dieser Entwicklung Rechnung getragen.,web2,"[74, 79]"
4fa058aa-7725-42b8-9b70-f5eaae1a73ae,"Die ist ein bisschen zu groß für mich – passt nicht ganz und man musste zuerst eine richtige Position finden, wobei die Maske dicht war.",web2,"[120, 125]"
982c5d20-be39-4841-a9f6-2f8505461c58,Genieß die „selbstsichere Maske“ 🙂,web2,"[26, 31]"
4f26f69b-d258-40b8-a74f-f8850d0c8bc5,"Diesen „kleinen Urlaub“ habe ich mit beiden Masken erlebt und ich werde mit Sicherheit auch weitere Schaebens Masken ausprobieren – mal alleine, mal mit meiner Freundin bei einem Frauennachmittag!",web2,"[44, 49]"
32831009-6361-4c0d-8c01-a137e6860ba7,"Hochwertige Öle werden als Grundlage zur Herstellung von Masken und Beauty Packungen genommen, die dann mit frischen und anderen Zutaten ergänzt werden.",web2,"[57, 62]"
52963e91-237f-4fcf-bd53-2a0f4ed6731f,"7. Juni – 2. Juli 2012 – Agent 1 bestellt über James’ Email Addresse Gewehre, Munition, Patronenmagazine, Kampfwesten, Kampfmesser, Masken, deren Auslieferung durch FEDEX– und USPS-Belege gewissenhaft bestätigt wurden.",web2,"[132, 137]"
6ffbff56-a159-4f11-96da-8d8cd690e0a0,> Gestern abend musste ich mir und vorallem meiner Haut eine Maske gönnen.,web2,"[61, 66]"
ee9913ed-50a1-47c3-87ff-33b81595870b,"Ein Pluspunkt geht auch noch an die einfallsreichen und abwechslungsreich gestalteten Masken der Untoten, die man besonders bei einer Slowmotion-Szene sehr detailliert betrachten darf. Fazit:",web2,"[86, 91]"
14940113-b3c3-4e5c-924e-ce15bc33f2ea,"Da es sich bei den Zutaten der Masken grundsätzlich um Lebensmittel handelt, wäre es andernfalls kontraproduktiv.",web2,"[31, 36]"
f44dec36-ce7d-4765-bb04-b2238ccee4e2,"Nicht zuletzt deswegen, weil ich ja hier nur mit wunderschöner Maske zugange bin – und die zwei oder drei Nasen, die den Träger kennen, nicken beim Lesen nur verständnisvoll mit dem Kopf, da sie die Geschichte schon kennen.",web2,"[63, 68]"
991af91b-c37d-42f3-a4f6-3b9ef871e935,"Und wir freuen uns, dieses Know-How in der szenischen Umsetzung, Darstellerführung und Besetzung, in Ausstattung, Kostüm und Maske unseren Kunden in Form von individuellen Seminar-Spielfilmen anbieten zu können.",web2,"[125, 130]"
b31126f2-2724-4b81-8135-bd1a6794bd1e,Dabei haben sie Masken mit furchteinflößenden Fratzen auf.,web2,"[16, 21]"
4bfaba1f-0172-4589-9d27-dac67d0863a3,Ich darf vor Gott meine Maske ablegen 2000,web2,"[24, 29]"
5c211471-5e9f-4678-be62-3872670a911d,"Es können keine eigenen Felder, Masken und Ausdrucke definiert werden.",web2,"[32, 37]"
8b0df9bc-5c05-47af-a46e-1ce0f6ce661f,Bei jedem Engel der sich hinter der Maske verbirgt gewinnt ihr unterschiedliche Münzbeträge.,web2,"[36, 41]"
f6db99d6-ac7d-4a5b-8ee4-9fcb91be8445,Maske: Guido Paefgen,web2,"[0, 5]"
e9ef6bf5-3651-47a3-ad61-625a9b093d9a,"[...] 4x Göttliche Handschuhe Level 71 - 170k - Fampreis: 150k 4x Glänzende Schuhe Level 43 170k - Fampreis: 150k 1x Schuhe des Feuers Level 66 - 170k - Fampreis: 150k 1x Wellenschuhe Level 57 - 170k - Fampreis: 150k 1x X - Maske - 220k - Fampreis: 200k 93 Sp Lader - 6k - Fampreis: 5k 200 Großer Erholungstrank - 1,5k pro Perfekte Muschel für Waffe Rare 3 Erhöhte Schaden an Pflanzen 6% Verringerter Mp Verbrauch 5% Sp Verteildigungs Stat erhöht 6 zum Schaden im PVP 4% ca 500k - verhandelbar Perfekte Muschel für Rüstung Rare 4 Chance einen Krit Treffer zu erhalten reduziert 5% Erhöht Fernkampf Verteildigung 40 Reduziert Chance auf offene und kleine offne Wundern 17% Erhöht Feuerwiderstand 6% Erhöht Item Wiederherstellung 13% Ignorieren von Magischen Schaden im Pvp 4% ca 2,5kk~ So far, bei Interesse hier melden. [...]",web2,"[224, 229]"
42aa748c-d63c-42ae-b727-cd3b5e75db95,"Der Träger der Maske, so sagen viele Kulturen, verwandelt sich in die Wesenheit der Maske.",web2,"[15, 20]"
99e950ac-3bb3-4364-9efc-e70663dd5b6d,"Rührt man das Produkt nun selbst an, fällt neben der knallroten Farbe auch sofort der Duft der Maske auf.",web2,"[95, 100]"
440a53c5-6ed9-4837-849e-e988ee788cce,Die Verpackung der Wohlfühlmaske ist in Weiß und Pink gehalten – vorne auf der Maske ist eine Himbeere und etwas Vanille abgebildet – so wie die Maske auch riecht!,web2,"[79, 84]"
82147d85-251a-424d-8ce1-7f944309a62f,"Wer kann mir die genaue Bezeichnung des PC-Cheats für die Nahkriim Maske schreiben, also player.additem ?????? 1 – habe Die Maske (Die einzige die mir noch fehlte) Verbummelt.",web2,"[67, 72]"
a4a28464-b80c-4a35-beb6-bb9eebb99e70,"Wer Photoshop gut kennt beginnt nun an den Masken (Schwarze Balken, links vom Fotoname) die Feinarbeit.",web2,"[43, 48]"
10847cc0-5870-4cf2-9ae0-c30d483407f4,"Musikschsule und Masken basteln fügen sich zu einem lebendigen Ganzen, das neugierig macht.",web2,"[17, 22]"
7191e0d9-33a7-41de-83a8-5faefdc33f45,Das Runes of Magic-Team hat dir eine Auswahl an Masken als Download zur Verfügung gestellt.,web2,"[48, 53]"
f9150f17-5e13-42db-91a3-a7e6bc7924c7,Dieser Artikel wurde verfasst am 11. Oktober 2012 von SchminkElfe in der Kategorie Maske,web2,"[83, 88]"
48457441-a983-4a17-863f-bc95cc362318,"Robert S. zieht die Maske vom schwitzenden Gesicht und steht ihm, mit der Waffe in der Hand, direkt gegenüber.",web2,"[20, 25]"
4090c369-8f38-4e56-b41b-389c5f2b163e,"Eine super reinigende Maske, es sei denn ihr habt trockene Haut.",web2,"[22, 27]"
e7ca226a-e54d-454d-8763-cfa5f13aab98,"Aber die Maske ist eh ein super Laden, immer wieder etwas zum Entdecken🙂",web2,"[9, 14]"
b6da45d1-8510-4a67-a8cc-93261d076bc0,"Earl Hamner Western, Familie The Waltons Zorro 78 1957-1959, 1990-1993 Der Rächer der Armen und Edelmann Don Diego de la Vega (Guy Williams) kämpft mit schwarzer Maske, Umhang und Degen gegen das Unrecht.",web2,"[162, 167]"
80d965a9-0507-4041-9e83-854bc1d8d755,"Getestet habe ich die reinigende Maske von Schaebens mit Heilerde, Süßholz-Extrakt, Allatonin und Panthenol.",web2,"[33, 38]"
903e7ae9-f0ab-4331-a3a5-1855a18a4d43,"Beim Weg über die Valuelistprovider scheint es mir schneller, wenn der Benutzer direkt die Maske der Entität B öffnet und dort komfortabel über die Suchfunktion die Vorschläge filtert.",web2,"[91, 96]"
86bc7af5-4ade-4fcf-858a-4f6cce1d7cc3,"Wenn ihr wollte mache ich euch nächste Woche ein Update (also wenn ich die Kur 3 mal benutzt habe) und sage euch mein Ergebnis,ob die Haare dunkler und intensiv braun sind,ob sie durch die Maske kaputt gehen etc.",web2,"[189, 194]"
e7e8f5ac-f7fb-46e5-acdb-0e148ae2b167,"Wie ausgeprägt unsere Moral ist, sieht man in Katastrophensituationen, dann fällt die Maske der Zivilisation.",web2,"[86, 91]"
1360a23b-8d86-4d83-b002-1539b4a924dd,"Eine Aufwand-Nr. wird automatisch vergeben und hochgezählt, wenn man in Aufwände reingeht und die Maske sofort wieder verlässt",web2,"[98, 103]"
fc85c5fd-883a-4824-ad07-f668e4910510,Mehrfaches Auf- und Absetzen der Maske ist bei sachgemäßer Handhabung lt. der FH Münster möglich.,web2,"[33, 38]"
dd50727b-e813-4980-9973-9ce7faee10d6,"Das hieß für die geborene Erfurterin tagtäglich sehr früh aufstehen, um dann bis zu vier Stunden in der Maske zu verbringen.",web2,"[104, 109]"
513164cf-a0ca-415b-b522-c4cf2a8688b2,XXXOO ansprechender Duft XXXOO angenehmes Hautgefühl während der Einwirkzeit XXXXX angenehmes Hautgefühl nach dem Entfernen der Maske XXXXX tolles Verwöhnprogramm für die Gesichtshaut XXXXX hält was der Hersteller verspricht,web2,"[128, 133]"
4050cf44-9796-47fb-8183-bdfbf3d4eb02,"Dieses unter dem Dogma des herrschenden Gender-Irrsinns konzipierte und gesetzlich abgesegnete neue Vaterrecht, das seine altes Gesicht gottgleich unter der Maske der Gleichheit unsichtbar macht und die Vatermacht in neutralisierter Form kaschiert, wird den Frauen und Kindern im Namen der Gleichberechtigung beschert – und sie liessen es sich bescheren.",web2,"[157, 162]"
75a3bf8f-806d-4258-b6de-3a714c76e9db,"Dann überlegt sie, ob Männer nicht zu beneiden seien für das, was sie von Frauen bekommen, und das, obwohl sie gegenüber Frauen eine verachtende Maske tragen.",web2,"[145, 150]"
1d17ed83-bf75-4d7e-aa85-a9631b3718cb,"Das Motiv des gerupften Huhnes weist große Ähnlichkeiten mit der Anatomie des weiblichen, nackten Körpers auf, BLOSSGESTELLT ohne Kleidung, Maske oder Schminke.",web2,"[140, 145]"
0bc9dbda-6c40-4e7d-8dcb-84289f468bf4,Unter dem Einfluss der Maske verwandelt sich Stanley in einen modernen Till Eulenspiegel mit grünem Gesicht und übernatürlichen Fähigkeiten.,web2,"[23, 28]"
a1527882-4741-46b9-8219-70f0b869d015,Ich verwende die Maske 1 Mal die Woche und finde sie wirklich toll.,web2,"[17, 22]"
7fd66b3b-97eb-4067-a511-e2c6ea4c5afb,"Aber es lohnt sich wirklich, ich verspreche es Euch Hilft sogar gegen Haarausfall und keine gekaufte Maske hat mit bisher so toll glänzende und gesunde Haare ermöglicht.",web2,"[101, 106]"
9a3eddb1-572d-4506-9f7f-ed59c4355b8c,"Sollte ich jemals eine Straftat vor einer Überwachungskamera begehen, werde ich auf eine Maske verzichten.",web2,"[89, 94]"
15ee57aa-9b44-43f7-92c5-cfd69102b72e,"Habt ihr die Maske auch schonmal ausprobiert und wenn ja, wie hat sie auf euch gewirkt?",web2,"[13, 18]"
c7c0647f-a947-4d24-a6f0-9ad86674167d,"Wir unterhalten uns mit einigen der Künstler und kaufen kleine Masken, die aus Palmenrinde und anderen Baumüberresten entstanden sind.",web2,"[63, 68]"
c0b9f77e-bf19-4bb9-9279-3dc61de62160,"„Als ich über Virginia Wolff [The Hours] geschrieben habe, kreisten meine Gedanken dennoch um die Idee, leicht bekleidete Mädchen von einem Masken tragenden Killer dezimieren zu lassen.",web2,"[140, 145]"
